genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Bison,priscus,1.800,0.012,7,3,0.4338
Bison,sp.,0.4,0.0093,65,5,0.1414
Blackia,sp.,15.970,13.600,2,0,NaN
Blacktops,latidens,33.900,33.300,1,0,NaN
Blacktops,longinares,33.900,33.300,1,0,NaN
Blancocamelus,meadei,3.3,0.300,5,2,0.0253
Blarina,bravicauda,2.588,0.012,1,0,NaN
Blarina,brevicauda,2.8,0.1,29,1,0.0508
Blarina,carolinensis,4.900,0.012,24,2,0.0026
Blarina,sp.,3.7,0.012,19,0,NaN
Blastomeryx,cursor,20.9,20.8,1,0,NaN
Blastomeryx,gemmifer,18.5,12.3,24,0,NaN
Blastomeryx,pristinus,20.9,20.8,1,0,NaN
Blastomeryx,sp.,20.430,15.970,1,1,0.0929
Blickomylus,galushai,20.6,18.2,7,3,0.5706
Bohaskia,monodontoides,5.332,2.588,2,1,0.5000
Bomburia,prisca,64.0,64.0,3,0,NaN
Bomburia,sp.,65.3,65.2,1,0,NaN
Boochoerus,angustus,28.400,23.030,1,0,NaN
Bootherium,bombifrons,0.5,0.01346,26,6,0.7937
Bootherium,sp.,1.800,0.01346,7,0,NaN
Boreameryx,braskerudi,4.5,4.5,1,0,NaN
Borophagus,diversidens,4.6,2.0,27,3,0.0134
Borophagus,dudleyi,5.332,3.600,1,1,0.0064
Borophagus,hilli,10.0,3.5,15,1,0.0039
Borophagus,littoralis,11.7,11.6,8,0,NaN
Borophagus,orc,9.1,3.600,3,1,0.0064
Borophagus,parvus,8.5,6.8,3,0,NaN
Borophagus,pugnator,11.4,7.8,18,0,NaN
Borophagus,secundus,11.6,6.3,25,3,0.1126
Borophagus,sp.,11.0,3.0,33,1,0.0233
Bos,sp.,2.588,0.000,1,1,0.2500
Bothriodon,advena,36.9,36.9,1,0,NaN
Bothriodon,rostratus,33.900,33.300,1,0,NaN
Bothriodon,sp.,36.8,33.5,3,0,NaN
Bouromeryx,americanus,17.9,14.7,17,0,NaN
Bouromeryx,sp.,18.4,13.600,7,1,0.0128
Bouromeryx,submilleri,19.1,17.6,10,0,NaN
Brachianodon,westorum,50.300,46.200,8,7,0.0959
Brachycrus,buwaldi,17.6,15.0,18,0,NaN
Brachycrus,laticeps,15.970,13.600,5,0,NaN
Brachycrus,rusticus,18.2,18.2,3,0,NaN
Brachycrus,siouense,17.2,13.9,12,0,NaN
Brachycrus,sp.,18.2,14.1,23,0,NaN
Brachycrus,sweetwaterensis,18.2,18.1,4,0,NaN
Brachycrus,vaughani,18.2,18.2,4,0,NaN
Brachyerix,hibbardi,21.1,21.0,1,1,0.0204
Brachyerix,incertis,17.3,13.5,8,1,0.0008
Brachyerix,macrotis,21.1,17.6,17,0,NaN
Brachyerix,richi,20.2,18.5,1,0,NaN
Brachyerix,sp.,18.1,18.1,1,0,NaN
Brachyhyops,viensis,37.2,36.7,3,0,NaN
Brachyhyops,wyomingensis,38.8,36.5,4,0,NaN
Brachylagus,coloradoensis,0.8,0.3,3,0,NaN
Brachylagus,idahoensis,0.3,0.012,4,0,NaN
Brachylagus,sp.,0.126,0.012,1,0,NaN
Brachyopsigale,dubius,7.4,3.4,4,0,NaN
Brachyphylla,cavernarum,0.0043,0.00256,1,0,NaN
Brachyphylla,nana,0.017406,0.017406,2,0,NaN
Brachypotherium,americanum,20.0,20.0,1,0,NaN
Brachyprotoma,obtusata,0.9,0.012,8,0,NaN
Brachyprotoma,obtusate,0.0294,0.0294,1,0,NaN
Brachypsalis,hyaenoides,12.9,12.9,1,0,NaN
Brachypsalis,matutinus,17.6,17.6,1,0,NaN
Brachypsalis,modicus,15.970,12.9,3,0,NaN
Brachypsalis,obliquidens,17.2,13.600,2,0,NaN
Brachypsalis,pachycephalus,14.5,13.7,4,0,NaN
Brachyrhynchocyon,dodgei,37.1,34.9,14,2,0.0376
Brachyrhynchocyon,intermedius,36.1,35.2,1,0,NaN
Brachyrhynchocyon,montanus,35.9,35.8,1,0,NaN
Brachyrhynchocyon,sp.,36.8,33.300,14,0,NaN
Bretzia,pseudalces,4.5,4.5,1,0,NaN
Bretzia,sp.,7.3,4.2,2,0,NaN
Brontops,bicornutus,33.9,33.9,1,0,NaN
Brontops,brachycephalus,34.2,34.1,4,0,NaN
Brontops,dispar,36.2,36.2,2,0,NaN
Brontops,robustus,35.5,35.5,1,0,NaN
Brontops,sp.,37.200,33.900,1,0,NaN
Brontops,tyleri,37.200,33.900,1,0,NaN
Bubogonia,bombadili,64.0,64.0,2,0,NaN
Bubogonia,saskia,63.3,63.3,1,0,NaN
Buisnictis,breviramus,3.8,3.4,7,0,NaN
Buisnictis,burrowsi,3.0,3.0,1,0,NaN
Buisnictis,chisoensis,7.4,7.4,1,0,NaN
Buisnictis,schoffi,7.4,3.5,5,0,NaN
Buisnictis,sp.,3.0,2.4,2,0,NaN
Bunomeryx,montanus,43.0,41.1,5,1,0.2000
Bunophorus,etsagicus,54.2,52.2,12,5,0.0389
Bunophorus,grangeri,54.5,52.8,9,0,NaN
Bunophorus,"large sp.",53.8,53.8,1,0,NaN
Bunophorus,macropternus,53.0,52.2,11,0,NaN
Bunophorus,pattersoni,53.7,46.200,8,0,NaN
Bunophorus,robustus,55.7,52.7,35,13,0.0319
Bunophorus,sinclairi,52.4,46.200,19,0,NaN
Bunophorus,"small sp.",54.3,53.3,3,3,0.0266
Bunophorus,sp.,54.8,46.200,34,0,NaN
Caedocyon,tedfordi,28.8,22.7,1,0,NaN
Caenolambda,jepseni,63.300,58.3,2,0,NaN
Caenolambda,pattersoni,59.9,59.4,2,0,NaN
Caenolambda,sp.,63.300,58.3,2,0,NaN
Calippus,cerasinus,11.6,8.7,13,0,NaN
Calippus,circulus,17.3,13.600,3,0,NaN
Calippus,elachistus,11.5,8.7,6,1,0.0800
Calippus,hondurensis,11.6,9.3,13,2,0.2739
Calippus,large,10.300,8.8,6,0,NaN
Calippus,maccartyi,9.1,8.9,2,0,NaN
Calippus,martini,13.6,9.9,35,0,NaN
Calippus,placidus,15.970,11.7,23,1,0.0011
Calippus,proplacidus,17.8,13.4,22,0,NaN
Calippus,regulus,15.970,11.6,26,0,NaN
Calippus,sp.,20.430,7.8,21,3,0.1068
Callophoca,obscura,10.0,0.012,7,0,NaN
Callorhinus,gilmorei,3.5,1.806,5,2,1.0000
Callorhinus,sp.,1.806,0.781,3,1,1.0000
Callorhinus,ursinus,0.300,0.000,3,0,NaN
Camelops,hesternus,2.0,0.01291,32,2,0.5485
Camelops,huerfanensis,0.126,0.012,2,0,NaN
Camelops,minidokae,1.2,0.4,5,1,0.0029
Camelops,sp.,4.1,0.012,146,7,0.0391
Camelops,sulcatus,0.6,0.6,1,0,NaN
Camelops,traviswhitei,3.5,0.4,6,0,NaN
Campestrallomys,annectens,33.900,33.300,2,0,NaN
Campestrallomys,dawsonae,29.3,24.800,9,6,0.0459
Campestrallomys,siouxensis,33.300,29.7,2,0,NaN
Canis,armbrusteri,3.1,0.3,14,0,NaN
Canis,cedazoensis,3.0,0.4,2,0,NaN
Canis,dirus,1.1,0.0294,47,4,0.0727
Canis,edwardii,3.1,0.3,17,1,0.1209
Canis,familiaris,0.012,0.000,2,0,NaN
Canis,ferox,10.1,10.1,2,0,NaN
Canis,latrans,3.1,0.0093,81,6,0.0054
Canis,lepophagus,7.4,3.0,41,2,0.0400
Canis,lupus,0.4,0.012,22,0,NaN
Canis,rufus,2.0,0.012,9,1,0.3333
Canis,sp.,9.9,0.1,44,2,0.0521
Cantius,abditus,55.7,52.7,99,43,0.0612
Cantius,actius,46.200,40.400,3,2,0.0833
Cantius,angulatus,52.9,52.8,3,0,NaN
Cantius,frugivorus,55.7,52.0,48,4,0.0132
Cantius,mckennai,55.8,52.9,130,78,0.0829
Cantius,nunienus,53.0,46.200,25,0,NaN
Cantius,ralstoni,55.8,54.8,23,9,0.0810
Cantius,simonsi,55.800,50.300,1,0,NaN
Cantius,sp.,55.2,52.2,38,0,NaN
Cantius,torresi,55.8,55.5,3,0,NaN
Cantius,trigonodus,54.5,54.2,26,18,0.0866
Capacikala,gradatus,30.800,24.9,22,16,0.2058
Capacikala,parvus,30.800,25.2,2,0,NaN
Capacikala,sp.,22.6,22.6,1,0,NaN
Capatanka,minor,30.800,26.300,3,1,0.1081
Capatanka,sp.,30.800,26.300,8,6,0.2914
Capricamelus,gettyi,2.8,2.8,1,0,NaN
Capricamelus,sp.,2.8,2.8,2,0,NaN
Capromeryx,arizonensis,3.5,1.6,8,0,NaN
Capromeryx,furcifer,0.4,0.012,6,1,0.0005
Capromeryx,gidleyi,2.1,2.1,1,0,NaN
Capromeryx,minor,0.126,0.012,2,1,0.0400
Capromeryx,sp.,11.7,0.02516,36,1,0.0449
Capromeryx,tauntonensis,4.2,3.0,3,0,NaN
Capromys,sp.,0.012,0.000,3,0,NaN
Carcinodon,antiquus,64.0,64.0,1,0,NaN
Carcinodon,aquilonius,63.4,63.3,3,0,NaN
Carcinodon,sp.,64.3,64.3,2,2,0.0442
Cardiolophus,radinskyi,55.7,54.2,87,48,0.0507
Cardiolophus,semihians,54.2,53.0,18,11,0.0415
Cardiolophus,sp.,54.7,54.6,1,1,0.0556
Caribosiren,turneri,28.400,23.030,2,1,1.0000
Carolinacetus,gingerichi,40.400,37.200,1,1,1.0000
Carpocristes,cygneus,59.2,57.9,2,0,NaN
Carpocristes,hobackensis,58.7,58.2,2,0,NaN
Carpocyon,compressus,13.8,12.7,17,0,NaN
Carpocyon,limosus,9.2,7.8,3,0,NaN
Carpocyon,robustus,11.9,11.6,12,1,0.0011
Carpocyon,sp.,15.970,13.600,2,0,NaN
Carpocyon,webbi,15.970,4.900,11,0,NaN
Carpodaptes,aulacodon,59.5,59.5,1,0,NaN
Carpodaptes,hazelae,60.5,58.3,18,1,0.0787
Carpodaptes,stonleyi,58.4,58.0,3,0,NaN
Carpolestes,dubius,57.7,57.7,6,0,NaN
Carpolestes,nigridens,57.2,56.8,8,2,0.0939
Carpolestes,simpsoni,57.2,56.5,10,0,NaN
Carpolestes,sp.,58.9,55.800,6,0,NaN
Carpomegodon,jepseni,58.700,56.800,2,0,NaN
Castoroides,leiseyorum,1.800,0.300,3,0,NaN
Castoroides,ohioensis,0.6,0.1,30,3,0.7937
Castoroides,sp.,1.6,0.1,21,0,NaN
Castor,californicus,8.3,0.4,20,1,1.0000
Castor,canadensis,3.7,0.000,48,3,0.0827
Castor,sp.,9.7,0.012,18,2,0.0268
Catagonus,brachydontus,13.600,6.5,8,0,NaN
Catagonus,sp.,10.1,5.7,2,0,NaN
Catopsalis,alexanderi,65.2,64.9,7,0,NaN
Catopsalis,calgariensis,63.300,60.5,2,0,NaN
Catopsalis,fissidens,62.1,62.1,4,0,NaN
Catopsalis,foliatus,64.1,64.0,2,0,NaN
Catopsalis,joyneri,65.4,64.0,8,2,0.1491
Catopsalis,sp.,65.2,63.3,9,0,NaN
Catopsalis,waddleae,63.4,63.4,1,1,1.0000
Cedrocherus,aceratus,58.4,58.3,1,1,0.0028
Cedrocherus,ryani,58.3,58.3,1,0,NaN
Cedromus,sp.,36.0,31.4,4,0,NaN
Cedromus,wardi,33.4,33.3,10,0,NaN
Centetodon,aztecus,45.5,37.200,23,6,0.1446
Centetodon,bacchanalis,48.6,48.5,1,0,NaN
Centetodon,bembicophagus,52.1,45.4,16,2,0.0623
Centetodon,chadronensis,37.3,33.300,13,0,NaN
Centetodon,divaricatus,26.300,23.9,2,0,NaN
Centetodon,hendryi,42.2,33.900,8,0,NaN
Centetodon,kuenzii,40.400,33.300,8,0,NaN
Centetodon,magnus,42.2,23.0,22,3,0.0237
Centetodon,marginalis,33.3,33.3,11,0,NaN
Centetodon,neashami,54.0,53.2,3,0,NaN
Centetodon,patratus,54.9,54.9,2,0,NaN
Centetodon,pulcher,50.0,40.400,24,1,0.0129
Centetodon,sp.,54.8,28.9,22,2,0.0297
Centetodon,wolffi,33.5,32.1,4,0,NaN
Centimanomys,galbreathi,36.3,36.2,1,0,NaN
Centimanomys,major,37.2,36.2,3,0,NaN
Centimanomys,sp.,34.7,34.7,2,1,0.0213
Cephalogale,sp.,21.6,19.5,9,0,NaN
Cephalotropis,coronatus,11.608,7.246,1,1,1.0000
Ceratogaulus,anecdotus,11.8,11.8,3,0,NaN
Ceratogaulus,hatcheri,11.7,7.2,6,0,NaN
Ceratogaulus,minor,11.8,11.8,2,0,NaN
Ceratogaulus,rhinocerus,15.970,12.0,7,0,NaN
Ceratogaulus,sp.,10.0,7.2,2,0,NaN
Ceratomeryx,prenticei,4.900,1.800,1,0,NaN
Cerdocyon,avius,3.6,3.6,1,0,NaN
Cernictis,hesperus,9.2,9.1,1,0,NaN
Cernictis,repenningi,6.1,6.0,1,0,NaN
Cervalces,latifrons,0.126,0.012,1,0,NaN
Cervalces,scotti,0.01346,0.01346,8,1,0.5000
Cervalces,sp.,1.800,0.01346,8,0,NaN
Cervus,brevitrabalis,1.800,0.300,1,0,NaN
Cervus,elaphus,0.3,0.000,21,3,0.3684
Cervus,sp.,2.7,0.000,16,0,NaN
Ceterhinops,longifrons,23.030,5.332,1,1,1.0000
Cetotherium,crassangulum,5.332,2.588,1,1,1.0000
Cetotherium,furlongi,20.430,15.970,1,1,1.0000
Cetotherium,parvum,14.9,7.246,2,1,0.3333
Cetotherium,polyporum,5.332,2.588,1,0,NaN
Cetotherium,sp.,13.650,11.608,1,0,NaN
Ceutholestes,dolosus,56.6,56.6,2,0,NaN
Ceutholestes,sp.,56.800,55.800,1,1,0.0078
Chacomylus,sladei,64.2,64.0,1,0,NaN
Chacopterygus,minutus,63.8,63.8,1,0,NaN
Chadrolagus,emryi,36.0,35.7,9,0,NaN
Chadrolagus,sp.,36.0,35.8,1,0,NaN
Chadronia,margaretae,35.8,35.8,1,0,NaN
Chadronycteris,rabenae,36.4,36.3,2,0,NaN
Chaetodipus,formosus,0.01882,0.012,2,0,NaN
Chaetodipus,hispidus,1.0,0.000,17,1,0.0597
Chaetodipus,intermedius,0.126,0.012,2,0,NaN
Chalicomomys,willwoodensis,55.8,55.0,3,0,NaN
Chamitaxus,avitus,10.300,4.900,1,0,NaN
Chasmaporthetes,ossifragus,3.4,1.6,14,2,0.0100
Chasmaporthetes,sp.,3.5,3.5,1,1,1.0000
Chipetaia,lamporea,44.8,44.2,1,0,NaN
Chiromyoides,caesor,59.5,58.1,7,0,NaN
Chiromyoides,major,57.2,55.800,3,0,NaN
Chiromyoides,minor,59.7,58.3,2,1,0.0076
Chiromyoides,potior,59.6,55.800,6,0,NaN
Chiromyoides,sp.,57.7,55.800,3,1,0.0066
Chlororhysis,incomptus,52.5,52.5,1,0,NaN
Chlororhysis,knightensis,52.5,52.5,1,0,NaN
Chlororhysis,sp.,52.5,52.5,1,0,NaN
Choctawius,foxi,55.800,50.300,2,0,NaN
Choctawius,mckennai,55.800,50.300,1,0,NaN
Choeroclaenus,turgidunculus,64.0,63.7,4,0,NaN
Choerodon,caninus,33.300,20.430,2,0,NaN
Chonecetus,goedertorum,28.400,23.030,1,1,1.0000
Chonecetus,sookensis,28.400,23.030,1,1,1.0000
Choneziphius,chonops,5.332,3.600,1,1,1.0000
Choneziphius,liops,5.332,3.600,1,1,0.2500
Choneziphius,macrops,23.030,5.332,1,0,NaN
Choneziphius,trachops,5.332,3.600,1,1,0.2500
Chriacus,badgleyi,55.6,55.5,4,0,NaN
Chriacus,baldwini,62.1,59.1,22,0,NaN
Chriacus,calenancus,63.5,63.5,1,0,NaN
Chriacus,gallinae,56.800,52.9,25,7,0.0168
Chriacus,katrinae,63.300,61.700,1,0,NaN
Chriacus,oconostotae,58.6,58.3,3,1,0.0019
Chriacus,pelvidens,63.300,59.0,21,1,0.0556
Chriacus,punitor,63.300,61.700,4,0,NaN
Chriacus,sp.,62.2,52.8,33,3,0.0212
Chrysocetus,healyorum,37.200,33.900,1,1,1.0000
Chumashius,balchi,40.4,39.7,4,2,0.0079
Chumashius,sp.,42.2,33.900,3,0,NaN
Churcheria,baroni,40.400,37.200,1,0,NaN
Churcheria,sp.,42.5,42.4,1,0,NaN
Cimexomys,arapahoensis,64.9,64.9,1,0,NaN
Cimexomys,minor,65.2,63.3,17,1,0.0213
Cimexomys,sp.,63.4,63.4,1,0,NaN
Cimolestes,incisus,65.4,63.4,3,1,0.3333
Cimolestes,sp.,64.0,63.4,3,1,0.0588
Cimolodon,sp.,65.3,65.2,1,0,NaN
Clinopternodus,gracilis,35.3,35.1,1,0,NaN
Colodon,cingulatus,38.9,33.300,5,0,NaN
Colodon,kayi,42.5,35.8,4,1,0.0081
Colodon,occidentalis,36.9,33.4,15,0,NaN
Colodon,sp.,39.2,33.0,12,0,NaN
Colodon,stovalli,38.4,37.1,6,3,0.7937
Colodon,woodi,45.3,37.200,9,0,NaN
Colpocherus,mississippiensis,55.800,50.300,1,0,NaN
Colpoclaenus,keeferi,60.5,58.3,8,0,NaN
Colpoclaenus,procyonoides,63.300,59.5,6,0,NaN
Colpoclaenus,sp.,63.300,58.3,2,0,NaN
Conacodon,cophater,64.2,64.0,5,3,0.3816
Conacodon,delphae,64.8,63.7,3,1,0.0667
Conacodon,entoconus,64.1,63.7,4,0,NaN
Conacodon,harbourae,66.043,63.300,1,0,NaN
Conacodon,kohlbergeri,64.1,63.6,4,0,NaN
Conacodon,matthewi,64.9,64.9,1,0,NaN
Conacodon,sp.,64.2,64.0,1,0,NaN
Condylura,cristata,0.9,0.0294,6,0,NaN
Condylura,crystata,2.588,0.012,1,0,NaN
Condylura,sp.,0.9,0.8,1,0,NaN
Conepatus,leuconotus,0.3,0.012,6,0,NaN
Conepatus,robustus,0.126,0.012,2,0,NaN
Conoryctella,dragonensis,62.1,62.1,2,0,NaN
Conoryctella,pattersoni,62.1,62.1,6,0,NaN
Conoryctes,comma,63.300,61.700,4,1,0.0185
Copecion,brachypternus,59.8,52.8,51,8,0.0321
Copecion,davisi,55.6,55.5,13,0,NaN
Copedelphys,innominata,55.7,37.200,34,6,0.0743
Copedelphys,stevensoni,33.6,33.6,4,0,NaN
Copedelphys,titanelix,37.0,33.300,9,0,NaN
Copelemur,australotutus,52.8,52.7,2,0,NaN
Copelemur,praetutus,53.1,53.1,5,0,NaN
Copelemur,sp.,53.9,46.200,5,0,NaN
Copelemur,tutus,53.7,52.8,3,0,NaN
Copemys,barstowensis,14.0,13.8,9,0,NaN
Copemys,esmeraldensis,13.9,9.7,10,0,NaN
Copemys,lindsayi,15.970,13.600,1,0,NaN
Copemys,longidens,15.9,11.9,39,2,0.0179
Copemys,loxodon,15.970,12.2,2,0,NaN
Copemys,mariae,11.7,11.7,3,0,NaN
Copemys,pagei,15.970,13.8,12,0,NaN
Copemys,pisinnus,11.8,11.8,3,0,NaN
Copemys,russelli,14.9,11.9,14,1,0.7590
Copemys,shotwelli,11.8,11.7,3,0,NaN
Copemys,sp.,17.4,4.8,40,6,0.1068
Copemys,tenuis,16.9,14.0,10,0,NaN
Cophocetus,oregonensis,18.9,16.3,3,3,0.3684
Cophocetus,sp.,20.430,13.600,1,1,0.5000
Corbarimys,nomadus,55.800,50.300,1,0,NaN
Coriphagus,encinensis,63.300,61.700,8,1,0.0185
Coriphagus,montanus,63.300,61.700,4,0,NaN
Cormocyon,copei,30.800,23.0,10,0,NaN
Cormocyon,haydeni,25.0,22.6,5,1,0.3333
Cormocyon,sp.,30.800,26.300,1,1,0.1111
Cornwallius,sookensis,28.400,23.030,8,0,NaN
Cornwallius,sp.,28.400,23.030,2,1,1.0000
Coryphodon,armatus,54.5,46.200,33,13,0.0430
Coryphodon,eocaenus,55.8,53.8,93,74,0.0733
Coryphodon,lobatus,54.2,52.5,18,7,0.0351
Coryphodon,pisuqti,53.2,53.2,2,0,NaN
Coryphodon,proterus,56.4,56.3,3,0,NaN
Coryphodon,radians,54.7,52.5,42,32,0.0703
Coryphodon,sp.,56.8,46.200,268,27,0.0520
Coryphodon,"sp. 1",54.9,54.9,1,0,NaN
Coryphodon,"sp. 2",54.9,54.9,1,0,NaN
Corystosiren,varguezi,7.9,4.900,4,1,1.0000
Cosoryx,cerroensis,12.6,11.7,33,1,0.0120
Cosoryx,furcatus,13.8,11.8,44,3,0.4732
Cosoryx,sp.,15.970,11.7,8,1,0.0208
Cranioceras,clarendonensis,12.3,11.7,5,0,NaN
Cranioceras,sp.,20.430,11.6,2,0,NaN
Cranioceras,teres,15.970,13.600,2,0,NaN
Cranioceras,unicornis,20.430,4.900,30,2,0.0193
Craseops,sylvestris,40.9,40.9,1,1,0.0084
Cratogeomys,bensoni,3.3,3.3,3,0,NaN
Cratogeomys,castanops,0.4,0.000,5,1,0.0041
Cratogeomys,sansimonensis,3.1,3.1,1,0,NaN
Cratogeomys,sp.,3.3,3.0,10,1,0.0233
Crenatosiren,olseni,33.900,23.030,10,8,0.9170
Crucimys,milleri,30.800,24.800,3,2,0.0833
Crusafontina,magna,11.2,4.900,3,0,NaN
Crusafontina,minima,11.6,11.6,2,0,NaN
Crypholestes,sp.,50.300,43.7,7,0,NaN
Crypholestes,vaughni,45.5,43.7,31,11,0.5164
Cryptoryctes,kayi,37.0,34.9,6,2,0.0467
Cryptoryctes,sp.,37.0,36.9,2,0,NaN
Cryptotis,adamsi,9.5,3.5,3,0,NaN
Cryptotis,kansasensis,2.9,2.2,1,0,NaN
Cryptotis,meadensis,3.5,3.5,1,0,NaN
Cryptotis,parva,4.900,0.000,26,1,0.0042
Cryptotis,pava,0.6,0.4,1,0,NaN
Cryptotis,sp.,6.3,0.012,3,0,NaN
Cubanycteris,silvai,0.126,0.012,1,0,NaN
Cuon,texanus,0.6,0.6,1,0,NaN
Cupidinimus,avawatzensis,12.7,11.8,2,0,NaN
Cupidinimus,bidahochiensis,6.1,1.800,3,0,NaN
Cupidinimus,boronensis,18.8,13.600,2,1,0.4956
Cupidinimus,cuyamensis,12.2,12.1,1,0,NaN
Cupidinimus,eurekensis,14.2,14.1,4,0,NaN
Cupidinimus,halli,16.9,13.9,28,0,NaN
Cupidinimus,kleinfelderi,15.9,15.2,2,0,NaN
Cupidinimus,lindsayi,15.1,12.4,26,0,NaN
Cupidinimus,madisonensis,15.970,13.600,1,0,NaN
Cupidinimus,magnus,9.8,9.6,3,0,NaN
Cupidinimus,nebraskensis,13.8,12.9,25,7,0.2292
Cupidinimus,prattensis,11.9,11.8,3,0,NaN
Cupidinimus,quartus,12.2,12.2,2,0,NaN
Cupidinimus,smaragdinus,15.970,13.600,1,0,NaN
Cupidinimus,sp.,22.2,8.1,20,1,0.0110
Cupidinimus,tertius,12.2,11.7,5,0,NaN
Cupidinimus,whitlocki,14.8,14.7,2,0,NaN
Cupressimus,barbarae,36.9,36.9,1,0,NaN
Cuvieronius,hyodon,2.588,0.012,1,0,NaN
Cuvieronius,priestleyi,1.0,1.0,1,0,NaN
Cuvieronius,sp.,4.6,0.012,16,0,NaN
Cuvieronius,tropicus,10.3,0.7,19,0,NaN
Cuyamacamelus,jamesi,15.970,13.600,1,0,NaN
Cuyamalagus,dawsoni,17.5,17.5,1,1,0.0252
Cylindrodon,collinus,36.9,36.9,2,0,NaN
Cylindrodon,fontis,36.0,35.9,3,0,NaN
Cylindrodon,natronensis,36.0,35.7,5,0,NaN
Cylindrodon,nebraskensis,36.3,36.2,3,0,NaN
Cylindrodon,solarborus,35.7,35.6,4,0,NaN
Cylindrodon,sp.,37.1,34.1,16,0,NaN
Cymaprimadon,kenni,35.5,35.5,1,0,NaN
Cynarctoides,acridens,21.6,15.0,48,3,0.3269
Cynarctoides,emryi,19.9,19.9,2,0,NaN
Cynarctoides,gawnae,19.6,19.6,2,0,NaN
Cynarctoides,harlowi,21.1,20.8,1,0,NaN
Cynarctoides,lemur,28.6,23.0,6,3,0.0532
Cynarctoides,luskensis,20.8,20.7,3,0,NaN
Cynarctoides,roii,27.3,27.2,9,7,0.0619
Cynarctus,crucidens,12.3,11.6,15,0,NaN
Cynarctus,galushai,14.7,14.3,3,0,NaN
Cynarctus,marylandica,15.970,13.650,2,1,0.0526
Cynarctus,saxatilis,15.970,13.600,7,0,NaN
Cynarctus,sp.,15.970,11.8,2,0,NaN
Cynarctus,voorhiesi,12.3,12.3,3,0,NaN
Cynelos,caroniavorus,20.430,15.970,1,0,NaN
Cynelos,idoneus,17.6,13.650,2,0,NaN
Cynelos,sinapius,20.430,14.4,6,0,NaN
Cynelos,sp.,21.6,13.600,11,2,0.0055
Cynodesmus,martini,26.3,26.2,1,0,NaN
Cynodesmus,thooides,33.1,24.7,14,1,0.0303
Cynomyoides,vatis,11.8,11.8,1,0,NaN
Cynomys,gunnisoni,1.800,0.012,3,0,NaN
Cynomys,hibbardi,4.900,1.3,2,0,NaN
Cynomys,ludovicianus,1.0,0.01635,19,5,0.0133
Cynomys,niobrarius,0.3,0.0231,20,1,0.0003
Cynomys,sappaensis,1.2,1.2,1,0,NaN
Cynomys,sp.,15.970,0.02516,22,5,0.0449
Cynomys,spenceri,0.4,0.012,11,0,NaN
Cynomys,vetus,4.900,1.800,2,0,NaN
Cynorca,occidentale,19.7,14.6,8,0,NaN
Cynorca,occidentalis,20.430,15.970,1,0,NaN
Cynorca,sociale,26.300,17.9,6,2,0.1417
Cynorca,sp.,26.300,14.6,5,1,1.0000
Cynthiacetus,maxwelli,40.400,33.900,9,9,0.7459
Cyriacotherium,argyreum,58.0,58.0,4,0,NaN
Cyriacotherium,psamminum,56.6,56.4,5,1,0.0006
Cystophora,cristata,0.012,0.000,3,0,NaN
Dakotallomys,lillegraveni,33.900,32.1,2,0,NaN
Dakotallomys,pelycomyoides,32.2,32.1,2,0,NaN
Daphoenictis,sp.,37.2,35.7,8,0,NaN
Daphoenictis,tedfordi,36.9,35.3,4,0,NaN
Daphoenodon,falkenbachi,20.8,20.7,4,0,NaN
Daphoenodon,notionastes,26.300,21.9,5,0,NaN
Daphoenodon,robustum,24.800,20.430,1,0,NaN
Daphoenodon,skinneri,20.9,20.9,1,0,NaN
Daphoenodon,sp.,22.6,19.8,18,1,0.0018
Daphoenodon,superbus,22.5,19.9,6,0,NaN
Daphoenus,hartshornianus,33.4,33.4,6,0,NaN
Daphoenus,lambei,38.4,33.900,5,0,NaN
Daphoenus,ruber,29.8,24.8,1,0,NaN
Daphoenus,socialis,20.430,15.970,1,0,NaN
Daphoenus,sp.,37.2,25.5,51,0,NaN
Daphoenus,vetus,33.5,33.3,5,0,NaN
Dartonius,jepseni,54.9,54.6,3,0,NaN
Dasypus,bellus,3.7,0.012,58,5,0.1474
Dasypus,sp.,0.126,0.012,1,0,NaN
Dawsonicyon,isami,50.300,46.200,1,0,NaN
Dawsonomys,woodi,52.5,52.5,1,0,NaN
Delahomeryx,browni,21.1,21.0,2,2,0.0540
Delphinapterus,hawkinsii,14.9,14.8,2,0,NaN
Delphinapterus,leucas,0.126,0.012,17,15,0.7725
Delphinapterus,sp.,5.332,0.012,4,1,0.2885
Delphinavus,newhalli,13.600,10.300,1,1,1.0000
Delphinodon,dividum,19.1,11.608,5,5,0.2273
Delphinodon,leidyi,15.970,13.650,1,0,NaN
Delphinodon,mento,15.970,7.8,5,1,0.0102
Delphinodon,sp.,20.430,13.650,2,0,NaN
Delphinus,gilli,0.012,0.000,1,0,NaN
Delphinus,graffmani,0.012,0.000,1,0,NaN
Delphinus,sp.,5.332,0.012,8,3,0.0345
Delphinus,truncatus,0.4,0.000,2,0,NaN
Deltatherium,fundaminis,63.300,61.700,10,1,0.0494
Deltatherium,sp.,63.300,61.700,1,0,NaN
Denebola,brachycephala,7.246,5.332,1,1,0.1667
Desmatippus,avus,17.2,15.6,8,1,0.0357
Desmatippus,integer,16.5,13.600,7,0,NaN
Desmatippus,sp.,15.970,13.600,2,0,NaN
