Taxon,Order,Family,Genus,Species,Equation,Predictor,Intercept,Slope,LnMass,m1L,m1W,otherL,otherW,MeasurementSource,Remarks
Atopomys_texensis,Rodentia,Cricetidae,Atopomys,texensis,Rodentia,m1LxW,2.172,1.767,3.06,1.7,0.973,NA,NA,Paleobiology Database,
Calomys_arizonae,Rodentia,Cricetidae,Calomys,arizonae,Rodentia,m1LxW,2.172,1.767,3.14,1.59,1.09,NA,NA,Paleobiology Database,
Calomys_hershkovitzi,Rodentia,Cricetidae,Calomys,hershkovitzi,Rodentia,m1LxW,2.172,1.767,2.93,1.57,0.98,NA,NA,Paleobiology Database,
Calomys_lindsayi,Rodentia,Cricetidae,Calomys,lindsayi,Rodentia,m1LxW,2.172,1.767,2.64,1.37,0.95,NA,NA,Paleobiology Database,
Clethrionomys_gapperi,Rodentia,Cricetidae,Clethrionomys,gapperi,Rodentia,m1LxW,2.172,1.767,4.1,2.54,1.17,NA,NA,Paleobiology Database,
Copemys_barstowensis,Rodentia,Cricetidae,Copemys,barstowensis,Rodentia,m1LxW,2.172,1.767,3.47,1.77,1.18,NA,NA,Paleobiology Database,
Copemys_esmeraldensis,Rodentia,Cricetidae,Copemys,esmeraldensis,Rodentia,m1LxW,2.172,1.767,3.33,1.77,1.09,NA,NA,Paleobiology Database,
Copemys_lindsayi,Rodentia,Cricetidae,Copemys,lindsayi,Rodentia,m1LxW,2.172,1.767,2.7,1.31,1.03,NA,NA,Paleobiology Database,
Copemys_longidens,Rodentia,Cricetidae,Copemys,longidens,Rodentia,m1LxW,2.172,1.767,3.29,1.67,1.13,NA,NA,Paleobiology Database,
Copemys_loxodon,Rodentia,Cricetidae,Copemys,loxodon,Rodentia,m1LxW,2.172,1.767,3.36,1.7,1.15,NA,NA,Paleobiology Database,
Copemys_mariae,Rodentia,Cricetidae,Copemys,mariae,Rodentia,m1LxW,2.172,1.767,3.45,1.76,1.17,NA,NA,Paleobiology Database,
Copemys_pagei,Rodentia,Cricetidae,Copemys,pagei,Rodentia,m1LxW,2.172,1.767,2.72,1.39,0.98,NA,NA,Paleobiology Database,
Copemys_russelli,Rodentia,Cricetidae,Copemys,russelli,Rodentia,m1LxW,2.172,1.767,3.19,1.57,1.13,NA,NA,Paleobiology Database,
Copemys_tenuis,Rodentia,Cricetidae,Copemys,tenuis,Rodentia,m1LxW,2.172,1.767,3.15,1.63,1.07,NA,NA,Paleobiology Database,
Eumys_brachyodus,Rodentia,Cricetidae,Eumys,brachyodus,Rodentia,m1LxW,2.172,1.767,4.84,2.38,1.9,NA,NA,Paleobiology Database,
Geringia_gloveri,Rodentia,Cricetidae,Geringia,gloveri,Rodentia,m1LxW,2.172,1.767,3.29,1.6,1.18,NA,NA,Paleobiology Database,
Geringia_mcgregori,Rodentia,Cricetidae,Geringia,mcgregori,Rodentia,m1LxW,2.172,1.767,3.72,1.7,1.41,NA,NA,Paleobiology Database,
Goniodontomys_disjunctus,Rodentia,Cricetidae,Goniodontomys,disjunctus,Rodentia,m1LxW,2.172,1.767,3.79,2.23,1.12,NA,NA,Paleobiology Database,
Guildayomys_hibbardi,Rodentia,Cricetidae,Guildayomys,hibbardi,Rodentia,m1LxW,2.172,1.767,4.41,2.99,1.19,NA,NA,Paleobiology Database,
Hibbardomys_zakrzewskii,Rodentia,Cricetidae,Hibbardomys,zakrzewskii,Rodentia,m1LxW,2.172,1.767,4.43,2.79,1.29,NA,NA,Paleobiology Database,
Jacobsomys_verdensis,Rodentia,Cricetidae,Jacobsomys,verdensis,Rodentia,m1LxW,2.172,1.767,3.93,2.06,1.31,NA,NA,Paleobiology Database,
Leidymys_cerasus,Rodentia,Cricetidae,Leidymys,cerasus,Rodentia,m1LxW,2.172,1.767,3.73,1.9,1.27,NA,NA,Paleobiology Database,
Leidymys_montanus,Rodentia,Cricetidae,Leidymys,montanus,Rodentia,m1LxW,2.172,1.767,4.39,2.27,1.55,NA,NA,Paleobiology Database,
Lemmiscus_curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus,Rodentia,m1LxW,2.172,1.767,3.7,2.57,0.926,NA,NA,Paleobiology Database,
Microtus_llanensis,Rodentia,Cricetidae,Microtus,llanensis,Rodentia,m1LxW,2.172,1.767,4.3,2.9,1.15,NA,NA,Paleobiology Database,
Microtus_meadensis,Rodentia,Cricetidae,Microtus,meadensis,Rodentia,m1LxW,2.172,1.767,4.24,3.02,1.07,NA,NA,Paleobiology Database,
Microtus_ochrogaster,Rodentia,Cricetidae,Microtus,ochrogaster,Rodentia,m1LxW,2.172,1.767,4.17,3.03,1.02,NA,NA,Paleobiology Database,
Microtus_paroperarius,Rodentia,Cricetidae,Microtus,paroperarius,Rodentia,m1LxW,2.172,1.767,4.09,2.84,1.04,NA,NA,Paleobiology Database,
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus,Rodentia,m1LxW,2.172,1.767,4.41,3.04,1.17,NA,NA,Paleobiology Database,
Microtus_pliocaenicus,Rodentia,Cricetidae,Microtus,pliocaenicus,Rodentia,m1LxW,2.172,1.767,3.85,2.76,0.936,NA,NA,Paleobiology Database,
Microtus_xanthognathus,Rodentia,Cricetidae,Microtus,xanthognathus,Rodentia,m1LxW,2.172,1.767,4.82,3.55,1.26,NA,NA,Paleobiology Database,
Mimomys_dakotaensis,Rodentia,Cricetidae,Mimomys,dakotaensis,Rodentia,m1LxW,2.172,1.767,4.3,2.76,1.21,NA,NA,Paleobiology Database,
Nebraskomys_mcgrewi,Rodentia,Cricetidae,Nebraskomys,mcgrewi,Rodentia,m1LxW,2.172,1.767,3.83,2.15,1.19,NA,NA,Paleobiology Database,
Neofiber_leonardi,Rodentia,Cricetidae,Neofiber,leonardi,Rodentia,m1LxW,2.172,1.767,6.71,5.55,2.35,NA,NA,Paleobiology Database,
Neotoma_albigula,Rodentia,Cricetidae,Neotoma,albigula,Rodentia,m1LxW,2.172,1.767,5.2,3.09,1.8,NA,NA,Paleobiology Database,
Neotoma_cinerea,Rodentia,Cricetidae,Neotoma,cinerea,Rodentia,m1LxW,2.172,1.767,5.6,3.53,1.97,NA,NA,Paleobiology Database,
Neotoma_findleyi,Rodentia,Cricetidae,Neotoma,findleyi,Rodentia,m1LxW,2.172,1.767,5.32,3.28,1.81,NA,NA,Paleobiology Database,
Neotoma_floridana,Rodentia,Cricetidae,Neotoma,floridana,Rodentia,m1LxW,2.172,1.767,5.62,3.47,2.03,NA,NA,Paleobiology Database,
Neotoma_fuscipes,Rodentia,Cricetidae,Neotoma,fuscipes,Rodentia,m1LxW,2.172,1.767,5.2,3.29,1.69,NA,NA,Paleobiology Database,
Neotoma_lepida,Rodentia,Cricetidae,Neotoma,lepida,Rodentia,m1LxW,2.172,1.767,5.06,3,1.71,NA,NA,Paleobiology Database,
Neotoma_mexicana,Rodentia,Cricetidae,Neotoma,mexicana,Rodentia,m1LxW,2.172,1.767,5.15,3.17,1.7,NA,NA,Paleobiology Database,
Neotoma_micropus,Rodentia,Cricetidae,Neotoma,micropus,Rodentia,m1LxW,2.172,1.767,5.44,3.17,2,NA,NA,Paleobiology Database,
Neotoma_pygmaea,Rodentia,Cricetidae,Neotoma,pygmaea,Rodentia,m1LxW,2.172,1.767,4.78,2.75,1.59,NA,NA,Paleobiology Database,
Neotoma_sawrockensis,Rodentia,Cricetidae,Neotoma,sawrockensis,Rodentia,m1LxW,2.172,1.767,4.6,2.64,1.5,NA,NA,Paleobiology Database,
Neotoma_spelaea,Rodentia,Cricetidae,Neotoma,spelaea,Rodentia,m1LxW,2.172,1.767,5.45,3.2,2,NA,NA,Paleobiology Database,
Neotoma_stephensi,Rodentia,Cricetidae,Neotoma,stephensi,Rodentia,m1LxW,2.172,1.767,4.93,2.79,1.71,NA,NA,Paleobiology Database,
Ogmodontomys_pipecreekensis,Rodentia,Cricetidae,Ogmodontomys,pipecreekensis,Rodentia,m1LxW,2.172,1.767,4.32,2.53,1.33,NA,NA,Paleobiology Database,
Ogmodontomys_poaphagus,Rodentia,Cricetidae,Ogmodontomys,poaphagus,Rodentia,m1LxW,2.172,1.767,4.88,3.17,1.46,NA,NA,Paleobiology Database,
Ondatra_zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus,Rodentia,m1LxW,2.172,1.767,6.18,4.69,2.06,NA,NA,Paleobiology Database,
Ondatra_zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus,Rodentia,m1LxW,2.172,1.767,6.82,5.71,2.43,NA,NA,Paleobiology Database,
Ondatra_zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus,Rodentia,m1LxW,2.172,1.767,7.63,7.32,3,NA,NA,Paleobiology Database,
Onychomys_leucogaster,Rodentia,Cricetidae,Onychomys,leucogaster,Rodentia,m1LxW,2.172,1.767,3.63,1.92,1.19,NA,NA,Paleobiology Database,
Onychomys_martini,Rodentia,Cricetidae,Onychomys,martini,Rodentia,m1LxW,2.172,1.767,2.91,1.52,1,NA,NA,Paleobiology Database,
Onychomys_pedroensis,Rodentia,Cricetidae,Onychomys,pedroensis,Rodentia,m1LxW,2.172,1.767,3.59,1.87,1.19,NA,NA,Paleobiology Database,
Ophiomys_panacaensis,Rodentia,Cricetidae,Ophiomys,panacaensis,Rodentia,m1LxW,2.172,1.767,4.46,2.74,1.33,NA,NA,Paleobiology Database,
Ophiomys_parvus,Rodentia,Cricetidae,Ophiomys,parvus,Rodentia,m1LxW,2.172,1.767,3.76,2.61,0.942,NA,NA,Paleobiology Database,
Ophiomys_taylori,Rodentia,Cricetidae,Ophiomys,taylori,Rodentia,m1LxW,2.172,1.767,4.08,2.46,1.2,NA,NA,Paleobiology Database,
Paciculus_nebraskensis,Rodentia,Cricetidae,Paciculus,nebraskensis,Rodentia,m1LxW,2.172,1.767,4.39,2.27,1.55,NA,NA,Paleobiology Database,
Paramicrotoscoptes_hibbardi,Rodentia,Cricetidae,Paramicrotoscoptes,hibbardi,Rodentia,m1LxW,2.172,1.767,3.97,2.38,1.16,NA,NA,Martin 1975:table 1,
Paronychomys_alticuspis,Rodentia,Cricetidae,Paronychomys,alticuspis,Rodentia,m1LxW,2.172,1.767,2.84,1.49,0.98,NA,NA,Paleobiology Database,
Paronychomys_lemredfieldi,Rodentia,Cricetidae,Paronychomys,lemredfieldi,Rodentia,m1LxW,2.172,1.767,3,1.55,1.03,NA,NA,Paleobiology Database,
Paronychomys_tuttlei,Rodentia,Cricetidae,Paronychomys,tuttlei,Rodentia,m1LxW,2.172,1.767,3.66,1.93,1.2,NA,NA,Paleobiology Database,
Peromyscus_antiquus,Rodentia,Cricetidae,Peromyscus,antiquus,Rodentia,m1LxW,2.172,1.767,3.29,1.85,1.02,NA,NA,Paleobiology Database,
Peromyscus_boylii,Rodentia,Cricetidae,Peromyscus,boylii,Rodentia,m1LxW,2.172,1.767,3.35,1.72,1.13,NA,NA,Paleobiology Database,
Peromyscus_cragini,Rodentia,Cricetidae,Peromyscus,cragini,Rodentia,m1LxW,2.172,1.767,2.74,1.49,0.923,NA,NA,Paleobiology Database,
Peromyscus_hagermanensis,Rodentia,Cricetidae,Peromyscus,hagermanensis,Rodentia,m1LxW,2.172,1.767,2.99,1.59,1,NA,NA,Paleobiology Database,
Peromyscus_maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus,Rodentia,m1LxW,2.172,1.767,2.75,1.46,0.948,NA,NA,Paleobiology Database,
Peromyscus_polionotus,Rodentia,Cricetidae,Peromyscus,polionotus,Rodentia,m1LxW,2.172,1.767,2.42,1.4,0.82,NA,NA,Paleobiology Database,
Peromyscus_truei,Rodentia,Cricetidae,Peromyscus,truei,Rodentia,m1LxW,2.172,1.767,3.32,1.69,1.13,NA,NA,Paleobiology Database,
Phenacomys_intermedius,Rodentia,Cricetidae,Phenacomys,intermedius,Rodentia,m1LxW,2.172,1.767,4.34,2.89,1.18,NA,NA,Paleobiology Database,
Pliophenacomys_koenigswaldi,Rodentia,Cricetidae,Pliophenacomys,koenigswaldi,Rodentia,m1LxW,2.172,1.767,4.65,2.91,1.4,NA,NA,Paleobiology Database,
Pliophenacomys_osborni,Rodentia,Cricetidae,Pliophenacomys,osborni,Rodentia,m1LxW,2.172,1.767,4.46,3.01,1.21,NA,NA,Paleobiology Database,
Pliophenacomys_primaevus,Rodentia,Cricetidae,Pliophenacomys,primaevus,Rodentia,m1LxW,2.172,1.767,4.12,2.67,1.13,NA,NA,Paleobiology Database,
Pliotomodon_primitivus,Rodentia,Cricetidae,Pliotomodon,primitivus,Rodentia,m1LxW,2.172,1.767,4.68,2.75,1.5,NA,NA,Paleobiology Database,
Promimomys_mimus,Rodentia,Cricetidae,Promimomys,mimus,Rodentia,m1LxW,2.172,1.767,3.47,1.9,1.1,NA,NA,Paleobiology Database,
Prosigmodon_holocuspis,Rodentia,Cricetidae,Prosigmodon,holocuspis,Rodentia,m1LxW,2.172,1.767,4.73,2.6,1.64,NA,NA,Paleobiology Database,
Protopliophenacomys_parkeri,Rodentia,Cricetidae,Protopliophenacomys,parkeri,Rodentia,m1LxW,2.172,1.767,3.97,2.52,1.095,NA,NA,Martin 1975:107,
Pseudomyscus_bathygnathus,Rodentia,Cricetidae,Pseudomyscus,bathygnathus,Rodentia,m1LxW,2.172,1.767,3.26,1.6,1.16,NA,NA,Paleobiology Database,
Reithrodontomys_fulvescens,Rodentia,Cricetidae,Reithrodontomys,fulvescens,Rodentia,m1LxW,2.172,1.767,2.05,1.21,0.77,NA,NA,Paleobiology Database,
Reithrodontomys_humulis,Rodentia,Cricetidae,Reithrodontomys,humulis,Rodentia,m1LxW,2.172,1.767,2.15,1.24,0.796,NA,NA,Paleobiology Database,
Reithrodontomys_montanus,Rodentia,Cricetidae,Reithrodontomys,montanus,Rodentia,m1LxW,2.172,1.767,2.58,1.4,0.9,NA,NA,Paleobiology Database,
Reithrodontomys_moorei,Rodentia,Cricetidae,Reithrodontomys,moorei,Rodentia,m1LxW,2.172,1.767,2.44,1.36,0.857,NA,NA,Paleobiology Database,
Reithrodontomys_wetmorei,Rodentia,Cricetidae,Reithrodontomys,wetmorei,Rodentia,m1LxW,2.172,1.767,2.2,1.27,0.802,NA,NA,Paleobiology Database,
Repomys_gustelyi,Rodentia,Cricetidae,Repomys,gustelyi,Rodentia,m1LxW,2.172,1.767,4.4,2.45,1.44,NA,NA,Paleobiology Database,
Repomys_maxumi,Rodentia,Cricetidae,Repomys,maxumi,Rodentia,m1LxW,2.172,1.767,4.81,2.78,1.6,NA,NA,Paleobiology Database,
Repomys_panacaensis,Rodentia,Cricetidae,Repomys,panacaensis,Rodentia,m1LxW,2.172,1.767,3.65,1.96,1.18,NA,NA,Paleobiology Database,
Scottimus_longiquus,Rodentia,Cricetidae,Scottimus,longiquus,Rodentia,m1LxW,2.172,1.767,4.71,2.51,1.68,NA,NA,Paleobiology Database,
Sigmodon_bakeri,Rodentia,Cricetidae,Sigmodon,bakeri,Rodentia,m1LxW,2.172,1.767,4.31,2.22,1.51,NA,NA,Paleobiology Database,
Sigmodon_hispidus,Rodentia,Cricetidae,Sigmodon,hispidus,Rodentia,m1LxW,2.172,1.767,4.69,2.48,1.68,NA,NA,Paleobiology Database,
Sigmodon_lindsayi,Rodentia,Cricetidae,Sigmodon,lindsayi,Rodentia,m1LxW,2.172,1.767,4.79,2.43,1.81,NA,NA,Paleobiology Database,
Sigmodon_minor,Rodentia,Cricetidae,Sigmodon,minor,Rodentia,m1LxW,2.172,1.767,3.97,2.01,1.38,NA,NA,Paleobiology Database,
Symmetrodontomys_daamsi,Rodentia,Cricetidae,Symmetrodontomys,daamsi,Rodentia,m1LxW,2.172,1.767,3.02,1.55,1.04,NA,NA,Paleobiology Database,
Symmetrodontomys_simplicidens,Rodentia,Cricetidae,Symmetrodontomys,simplicidens,Rodentia,m1LxW,2.172,1.767,3.29,1.73,1.09,NA,NA,Paleobiology Database,
Synaptomys_borealis,Rodentia,Cricetidae,Synaptomys,borealis,Rodentia,m1LxW,2.172,1.767,4.38,2.9,1.2,NA,NA,Paleobiology Database,
Synaptomys_cooperi,Rodentia,Cricetidae,Synaptomys,cooperi,Rodentia,m1LxW,2.172,1.767,4.59,2.8,1.4,NA,NA,Paleobiology Database,
Tregomys_pisinnus,Rodentia,Cricetidae,Tregomys,pisinnus,Rodentia,m1LxW,2.172,1.767,2.72,1.39,0.983,NA,NA,Paleobiology Database,
Yatkolamys_edwardsi,Rodentia,Cricetidae,Yatkolamys,edwardsi,Rodentia,m1LxW,2.172,1.767,3.93,1.95,1.39,NA,NA,Paleobiology Database,
Sespemys_thurstoni,Rodentia,Cylindrodontidae,Sespemys,thurstoni,Rodentia,m1LxW,2.172,1.767,5.67,2.5,2.9,NA,NA,Paleobiology Database,
Javazapus_weeksi,Rodentia,Dipodidae,Javazapus,weeksi,Rodentia,m1LxW,2.172,1.767,2.48,1.28,0.93,NA,NA,Paleobiology Database,
Macrognathomys_nanus,Rodentia,Dipodidae,Macrognathomys,nanus,Rodentia,m1LxW,2.172,1.767,1.64,1.02,0.725,NA,NA,Paleobiology Database,
Megasminthus_gladiofex,Rodentia,Dipodidae,Megasminthus,gladiofex,Rodentia,m1LxW,2.172,1.767,3.59,1.72,1.3,NA,NA,Paleobiology Database,
Megasminthus_tiheni,Rodentia,Dipodidae,Megasminthus,tiheni,Rodentia,m1LxW,2.172,1.767,4.02,1.94,1.47,NA,NA,Paleobiology Database,
Plesiosminthus_cartomylos,Rodentia,Dipodidae,Plesiosminthus,cartomylos,Rodentia,m1LxW,2.172,1.767,3.04,1.47,1.11,NA,NA,Paleobiology Database,
Plesiosminthus_clivosus,Rodentia,Dipodidae,Plesiosminthus,clivosus,Rodentia,m1LxW,2.172,1.767,2.23,1.19,0.869,NA,NA,Paleobiology Database,
Plesiosminthus_galbreathi,Rodentia,Dipodidae,Plesiosminthus,galbreathi,Rodentia,m1LxW,2.172,1.767,2.97,1.47,1.07,NA,NA,Paleobiology Database,
Plesiosminthus_grangeri,Rodentia,Dipodidae,Plesiosminthus,grangeri,Rodentia,m1LxW,2.172,1.767,3.22,1.57,1.15,NA,NA,Paleobiology Database,
Plesiosminthus_sabrae,Rodentia,Dipodidae,Plesiosminthus,sabrae,Rodentia,m1LxW,2.172,1.767,2.86,1.37,1.08,NA,NA,Paleobiology Database,
Pliozapus_solus,Rodentia,Dipodidae,Pliozapus,solus,Rodentia,m1LxW,2.172,1.767,2.93,1.4,1.1,NA,NA,Wilson 1936:33,
Zapus_burti,Rodentia,Dipodidae,Zapus,burti,Rodentia,m1LxW,2.172,1.767,3.06,1.5,1.1,NA,NA,Paleobiology Database,
Zapus_hudsonius,Rodentia,Dipodidae,Zapus,hudsonius,Rodentia,m1LxW,2.172,1.767,2.7,1.5,0.9,NA,NA,Paleobiology Database,
Zapus_sandersi,Rodentia,Dipodidae,Zapus,sandersi,Rodentia,m1LxW,2.172,1.767,2.94,1.6,0.963,NA,NA,Paleobiology Database,
Zapus_sykesae,Rodentia,Dipodidae,Zapus,sykesae,Rodentia,m1LxW,2.172,1.767,2.84,1.52,0.96,NA,NA,Paleobiology Database,
Kansasimys_dubius,Rodentia,Eomyidae,Kansasimys,dubius,Rodentia,m1LxW,2.172,1.767,4.91,2.13,2.21,NA,NA,Paleobiology Database,
Megapeomys_bobwilsoni,Rodentia,Eomyidae,Megapeomys,bobwilsoni,Rodentia,m1LxW,2.172,1.767,6.02,2.67,3.31,NA,NA,Paleobiology Database,
Metadjidaumo_hendryi,Rodentia,Eomyidae,Metadjidaumo,hendryi,Rodentia,m1LxW,2.172,1.767,2.34,1.03,1.07,NA,NA,Paleobiology Database,
Pseudadjidaumo_douglassi,Rodentia,Eomyidae,Pseudadjidaumo,douglassi,Rodentia,m1LxW,2.172,1.767,1.99,1,0.9,NA,NA,Paleobiology Database,
Pseudotheridomys_cuyamensis,Rodentia,Eomyidae,Pseudotheridomys,cuyamensis,Rodentia,m1LxW,2.172,1.767,2.52,1.11,1.1,NA,NA,Paleobiology Database,
Pseudotheridomys_hesperus,Rodentia,Eomyidae,Pseudotheridomys,hesperus,Rodentia,m1LxW,2.172,1.767,2.65,1.14,1.15,NA,NA,Paleobiology Database,
Pseudotheridomys_pagei,Rodentia,Eomyidae,Pseudotheridomys,pagei,Rodentia,m1LxW,2.172,1.767,2.1,0.998,0.964,NA,NA,Paleobiology Database,
Erethizon_dorsatum,Rodentia,Erethizontidae,Erethizon,dorsatum,Rodentia,m1LxW,2.172,1.767,8.75,6.46,6.39,NA,NA,Paleobiology Database,
Erethizon_poyeri,Rodentia,Erethizontidae,Erethizon,poyeri,Rodentia,m1LxW,2.172,1.767,8.97,7.2,6.5,NA,NA,Paleobiology Database,
Eutypomys_montanensis,Rodentia,Eutypomyidae,Eutypomys,montanensis,Rodentia,m1LxW,2.172,1.767,6.85,3.89,3.63,NA,NA,Paleobiology Database,
Fanimus_ultimus,Rodentia,Florentiamyidae,Fanimus,ultimus,Rodentia,m1LxW,2.172,1.767,5.1,1.96,2.67,NA,NA,Paleobiology Database,
Florentiamys_agnewi,Rodentia,Florentiamyidae,Florentiamys,agnewi,Rodentia,m1LxW,2.172,1.767,4.44,2,1.8,NA,NA,Paleobiology Database,
Florentiamys_kinseyi,Rodentia,Florentiamyidae,Florentiamys,kinseyi,Rodentia,m1LxW,2.172,1.767,5.06,2.33,2.2,NA,NA,Paleobiology Database,
Florentiamys_loomisi,Rodentia,Florentiamyidae,Florentiamys,loomisi,Rodentia,m1LxW,2.172,1.767,5.02,2.21,2.27,NA,NA,Paleobiology Database,
Florentiamys_tiptoni,Rodentia,Florentiamyidae,Florentiamys,tiptoni,Rodentia,m1LxW,2.172,1.767,4.77,2.01,2.16,NA,NA,Paleobiology Database,
Hitonkala_macdonaldtau,Rodentia,Florentiamyidae,Hitonkala,macdonaldtau,Rodentia,m1LxW,2.172,1.767,3.2,1.28,1.4,NA,NA,Paleobiology Database,
Sanctimus_falkenbachi,Rodentia,Florentiamyidae,Sanctimus,falkenbachi,Rodentia,m1LxW,2.172,1.767,5.02,2.5,2,NA,NA,Paleobiology Database,
Sanctimus_stouti,Rodentia,Florentiamyidae,Sanctimus,stouti,Rodentia,m1LxW,2.172,1.767,4.79,2.2,2,NA,NA,Paleobiology Database,
Sanctimus_stuartae,Rodentia,Florentiamyidae,Sanctimus,stuartae,Rodentia,m1LxW,2.172,1.767,4.61,1.91,2.08,NA,NA,Paleobiology Database,
Entoptychus_fieldsi,Rodentia,Geomyidae,Entoptychus,fieldsi,Rodentia,m1LxW,2.172,1.767,4.3,1.55,2.15,NA,NA,Paleobiology Database,
Entoptychus_grandiplanus,Rodentia,Geomyidae,Entoptychus,grandiplanus,Rodentia,m1LxW,2.172,1.767,4.09,1.48,2,NA,NA,Paleobiology Database,
Entoptychus_planifrons,Rodentia,Geomyidae,Entoptychus,planifrons,Rodentia,m1LxW,2.172,1.767,4.9,1.84,2.55,NA,NA,Paleobiology Database,
Entoptychus_sheppardi,Rodentia,Geomyidae,Entoptychus,sheppardi,Rodentia,m1LxW,2.172,1.767,4.55,1.66,2.32,NA,NA,Paleobiology Database,
Geomys_bursarius,Rodentia,Geomyidae,Geomys,bursarius,Rodentia,m1LxW,2.172,1.767,4.17,1.24,2.5,NA,NA,Paleobiology Database,
Gregorymys_curtus,Rodentia,Geomyidae,Gregorymys,curtus,Rodentia,m1LxW,2.172,1.767,4.67,1.78,2.31,NA,NA,Paleobiology Database,
Gregorymys_formosus,Rodentia,Geomyidae,Gregorymys,formosus,Rodentia,m1LxW,2.172,1.767,4.35,1.57,2.19,NA,NA,Paleobiology Database,
Gregorymys_larsoni,Rodentia,Geomyidae,Gregorymys,larsoni,Rodentia,m1LxW,2.172,1.767,3.55,1.33,1.64,NA,NA,Paleobiology Database,
Gregorymys_riograndensis,Rodentia,Geomyidae,Gregorymys,riograndensis,Rodentia,m1LxW,2.172,1.767,3.78,1.25,1.99,NA,NA,Paleobiology Database,
Parapliosaccomys_oregonensis,Rodentia,Geomyidae,Parapliosaccomys,oregonensis,Rodentia,m1LxW,2.172,1.767,3.19,1.09,1.63,NA,NA,Paleobiology Database,
Pleurolicus_dakotensis,Rodentia,Geomyidae,Pleurolicus,dakotensis,Rodentia,m1LxW,2.172,1.767,4.11,1.39,2.16,NA,NA,Paleobiology Database,
Pleurolicus_sulcifrons,Rodentia,Geomyidae,Pleurolicus,sulcifrons,Rodentia,m1LxW,2.172,1.767,4.43,1.65,2.17,NA,NA,Paleobiology Database,
Pliogeomys_parvus,Rodentia,Geomyidae,Pliogeomys,parvus,Rodentia,m1LxW,2.172,1.767,2.33,0.855,1.28,NA,NA,Paleobiology Database,
Pliogeomys_russelli,Rodentia,Geomyidae,Pliogeomys,russelli,Rodentia,m1LxW,2.172,1.767,2.72,0.85,1.6,NA,NA,Paleobiology Database,
Pliosaccomys_dubius,Rodentia,Geomyidae,Pliosaccomys,dubius,Rodentia,m1LxW,2.172,1.767,3.32,1.2,1.6,NA,NA,Paleobiology Database,
Pliosaccomys_higginsensis,Rodentia,Geomyidae,Pliosaccomys,higginsensis,Rodentia,m1LxW,2.172,1.767,2.9,0.957,1.58,NA,NA,Paleobiology Database,
Thomomys_gidleyi,Rodentia,Geomyidae,Thomomys,gidleyi,Rodentia,m1LxW,2.172,1.767,3.62,1.2,1.89,NA,NA,Paleobiology Database,
Balantiomys_borealis,Rodentia,Heteromyidae,Balantiomys,borealis,Rodentia,m1LxW,2.172,1.767,3.39,1.3,1.53,NA,NA,Korth 1997:table 8,
Balantiomys_nebraskensis,Rodentia,Heteromyidae,Balantiomys,nebraskensis,Rodentia,m1LxW,2.172,1.767,3.14,1.2,1.44,NA,NA,Korth 1997:table 8,
Balantiomys_oregonensis,Rodentia,Heteromyidae,Balantiomys,oregonensis,Rodentia,m1LxW,2.172,1.767,3.34,1.25,1.55,5.4,NA,Korth 1997:table 8 (m1); Gazin 1932:75 (p4-m3L),p4-m3L
Chaetodipus_hispidus,Rodentia,Heteromyidae,Chaetodipus,hispidus,Rodentia,m1LxW,2.172,1.767,2.8,1.1,1.3,NA,NA,Paleobiology Database,
Cupidinimus_avawatzensis,Rodentia,Heteromyidae,Cupidinimus,avawatzensis,Rodentia,m1LxW,2.172,1.767,3,1.23,1.3,NA,NA,Paleobiology Database,
Cupidinimus_bidahochiensis,Rodentia,Heteromyidae,Cupidinimus,bidahochiensis,Rodentia,m1LxW,2.172,1.767,3.31,1.27,1.5,NA,NA,Paleobiology Database,
Cupidinimus_boronensis,Rodentia,Heteromyidae,Cupidinimus,boronensis,Rodentia,m1LxW,2.172,1.767,2.68,1.05,1.27,NA,NA,Paleobiology Database,
Cupidinimus_lindsayi,Rodentia,Heteromyidae,Cupidinimus,lindsayi,Rodentia,m1LxW,2.172,1.767,2.03,0.94,0.98,NA,NA,Paleobiology Database,
Cupidinimus_nebraskensis,Rodentia,Heteromyidae,Cupidinimus,nebraskensis,Rodentia,m1LxW,2.172,1.767,2.23,0.942,1.1,NA,NA,Paleobiology Database,
Cupidinimus_prattensis,Rodentia,Heteromyidae,Cupidinimus,prattensis,Rodentia,m1LxW,2.172,1.767,3.06,1.15,1.44,NA,NA,Paleobiology Database,
Cupidinimus_tertius,Rodentia,Heteromyidae,Cupidinimus,tertius,Rodentia,m1LxW,2.172,1.767,2.8,1.1,1.3,NA,NA,Paleobiology Database,
Cupidinimus_whitlocki,Rodentia,Heteromyidae,Cupidinimus,whitlocki,Rodentia,m1LxW,2.172,1.767,2.82,1.12,1.29,NA,NA,Paleobiology Database,
Dipodomys_hibbardi,Rodentia,Heteromyidae,Dipodomys,hibbardi,Rodentia,m1LxW,2.172,1.767,2.88,0.97,1.54,NA,NA,Paleobiology Database,
